x1,x2,x3,x1-x2+x3^2
0.330663895,0.836016648,0.116957233,-0.491673759
-2.065945843,-0.516760136,1.666363796,1.227582594
1.190826489,0.467013353,1.229427171,2.235304305
0.845266626,1.493442777,-3.130758443,9.153472277
-1.401212003,-0.07393578,-0.521721109,-1.055083307
-0.493742139,0.121040699,0.2783524,-0.537302779
-0.020470581,-0.434394098,0.139675408,0.433432737
1.302485692,1.775470781,-0.033146817,-0.471886378
-0.819200895,-0.704806298,0.3483494,0.006952707
0.432864919,0.832588267,1.362784231,1.457457512
-1.403803759,-1.121777047,0.173907687,-0.251782828
-0.191200316,0.072144066,0.409287399,-0.095828207
0.26698897,0.41728493,-0.006088196,-0.150258894
-1.022345578,-2.041580021,-1.023876523,2.067557577
-0.322590572,-0.771606152,-0.674158236,0.903504907
-1.554394504,-1.130913498,2.272961111,4.742871206
1.950094503,0.948154205,-0.685289704,1.471562276
0.737783911,-0.49431819,-0.500098179,1.48220029
0.619168587,0.521845836,0.211567164,0.142083416
0.049622354,-1.012867967,-0.592135157,1.413114365
-0.186595482,-0.78820556,-0.84566857,1.316765408
-1.855855028,-1.368944811,-1.665978836,2.288575265
-0.677725386,-0.556059777,1.565611306,2.329473152
0.118308686,-0.020714968,-0.906703581,0.961135038
-0.14918943,-1.551859352,0.048713615,1.405042938
1.497080529,0.694358499,-0.496567518,1.04930133
0.680459522,-2.276432746,0.358296588,3.085268713
-0.399483537,-1.124423082,-0.244608169,0.784772701
1.47014027,0.576830161,1.974558174,4.792190092
1.063829426,0.941740377,-0.134020654,0.140050585
-0.249594443,-0.353204138,-0.602535215,0.46665838
2.344667184,2.042885182,-0.551788534,0.606252588
-0.157503977,0.370073056,1.17661896,0.856855144
-1.702189235,-1.712112278,-0.829676818,0.698286665
1.027893628,-0.144557058,1.496659246,3.412439585
0.971556644,0.934379197,-2.414679224,5.867853202
-0.090594236,-0.145148109,0.430038513,0.239486996
0.723572333,0.520945039,0.148175851,0.224583377
-1.787497782,-1.949628084,0.410120054,0.330328761
0.78358062,1.090053892,-1.347216313,1.508518522
-1.630922437,-1.720921346,-0.54945355,0.391898113
0.698479609,0.906570887,1.014638275,0.821399551
1.120292036,-0.846797526,-0.183737224,2.000848929
0.358466822,-0.536194513,1.706359061,3.80632258
1.012681351,1.651434594,1.612353844,1.960931675
-0.716527865,-1.546984045,-0.894153813,1.629967221
0.003239697,-0.660580859,-0.686686069,1.135358313
-0.356051141,-0.660298658,1.227308968,1.81053482
0.144082193,0.127587534,0.240302787,0.074240088
0.245866314,0.768651198,-0.587178665,-0.178006099
0.897552016,-1.189689054,-0.170280174,2.116236408
-0.094386736,-0.401392153,-2.326789484,5.72095472
0.280307012,-0.85632597,0.401304523,1.297678302
-0.90943788,0.031737042,-1.633817608,1.728185054
-2.085847782,-1.333868037,-1.721469139,2.211476252
1.463984504,0.649865419,0.474456145,1.039227719
-1.127408203,-0.173511166,-1.763787797,2.157050356
-0.303960224,0.405221664,0.271276207,-0.635591108
-0.791149583,-0.380163726,-0.946461105,0.484802766
-1.289637111,-0.973496492,0.138414815,-0.296981958
-0.680426663,1.377370831,1.207991059,-0.598555095
1.244035936,0.067285721,-1.974619429,5.075872104
1.016374475,1.882780977,-0.538460206,-0.576467109
-1.19053428,1.222939308,-0.628986171,-2.017849985
-0.732911783,1.118221846,0.466170328,-1.633818854
-0.108792448,-1.208916727,-0.740840016,1.648968208
0.078624499,-1.37919957,1.007951373,2.473790039
-0.151578746,0.013766097,0.2697516,-0.092578917
-7.25E-05,1.0237991,-2.449164686,4.974536059
-0.586117608,-0.111349824,-0.067611764,-0.470196433
-0.939188652,-0.056163623,1.632852365,1.783181817
0.740980979,1.445422555,-0.365766259,-0.57065662
0.541410431,1.733617964,1.353259208,0.639102951
-0.609066237,0.544350212,0.668769204,-0.706164201
-0.131417388,0.078636594,-0.816767236,0.457054736
-1.318350693,-2.386211137,-1.175514124,2.4496939
-0.177783313,-0.236421554,-0.501221468,0.309861201
-0.625488503,-0.347916239,-0.348514466,-0.156109931
-1.097025587,0.313789461,-2.082840001,2.927407422
1.294884226,-0.539976713,-0.836248272,2.534172111
1.134721381,0.889450804,-0.882556856,1.024177181
-0.98921773,0.400348159,-0.002785347,-1.389558131
0.346568764,0.185137766,0.576082574,0.49330213
-0.205867956,-0.136005478,0.13902498,-0.050534533
0.69831125,-1.000395641,0.338093003,1.81301377
-0.773954628,0.084756013,1.234165165,0.664453013
-1.53942419,-0.122564408,0.89918331,-0.608329157
-0.888846793,-0.95399128,0.763449335,0.647999374
-0.426378252,0.213114089,0.029540105,-0.638619723
-1.345873624,-0.786823015,0.907103359,0.263785895
1.649672212,1.290511376,0.360340908,0.489006406
1.798253811,1.092570014,0.344965623,0.824685078
0.623924245,1.491965194,0.004521107,-0.868020509
-1.252252466,-0.862947087,-1.109496009,0.841676015
-0.34599092,0.11072517,0.537256546,-0.168071494
-0.169554779,0.678978257,-1.550585829,1.555783377
0.777884689,0.152262072,1.106123047,1.849130812
-0.720623736,-0.713132746,0.575029132,0.323167513
0.500373373,0.002108425,0.06912211,0.503042814
-0.621776493,-1.080870657,-0.012926396,0.459261256
-0.02579527,-0.560292333,-1.299108215,2.222179217
-0.055506645,0.354812369,-0.601932302,-0.047996518
1.630811658,0.493463077,-0.443016469,1.333612173
0.173573364,-0.529946232,0.457307629,0.912649864
-1.996444829,-0.650859908,1.349431458,0.475380339
-2.559445022,0.129441303,-0.020603076,-2.688461838
-0.620623149,-0.383718722,0.922530762,0.61415858
-0.936300766,-0.925777747,-0.456799904,0.198143133
0.196283499,0.859390907,0.372005592,-0.524719248
1.318159304,-0.578341736,0.065325838,1.900768505
-0.164443959,0.24827964,-1.551427179,1.994202693
0.599405192,-1.001467672,-0.305577967,1.694250758
-0.521048135,-1.30903974,1.051118027,1.892840712
0.352515638,0.363838454,1.531587615,2.334437806
-0.759637279,1.121573769,-0.65864995,-1.447391291
0.55463075,0.17460231,-0.526909255,0.657661803
-2.494879318,-2.37074876,0.909277205,0.702654478
-0.117234488,-0.308550821,0.256111218,0.256909289
-1.365190572,-0.828703408,-0.105398686,-0.525378281
0.191130676,-0.538146745,-0.939671785,1.612260485
0.228044142,0.417675255,1.207156875,1.267596608
-1.056040389,-0.693076668,-0.995535274,0.628126761
0.558928648,0.226365387,0.088230405,0.340347865
0.623396445,0.732703272,0.157672103,-0.084446335
-0.469393596,-1.177777355,-0.585740464,1.05147565
0.391934159,-0.203645723,-0.001607952,0.595582468
-0.986079075,1.100617657,0.104606388,-2.075754236
0.100300881,1.194498239,-0.387699901,-0.943886145
0.185834506,0.826758459,1.794553315,2.579497647
0.224917892,1.531566076,-1.003794566,-0.299044653
-0.260881767,0.883889665,-0.823406444,-0.46677326
0.075415771,-1.397821702,0.267493858,1.544790437
0.504808994,-0.065325377,0.686682154,1.041666752
0.582271545,0.002184095,-0.278180839,0.657472029
1.394557001,1.282749562,0.01908251,0.112171581
-1.39092246,0.477280285,0.215404196,-1.821803777
-1.271267374,-0.994456738,0.24454179,-0.217009949
-0.073106254,0.182101803,-1.177702769,1.131775755
0.497429492,-0.790767992,-1.112764487,2.526442288
-0.661182054,-0.40558107,0.543798866,0.040116223
-0.082598154,-0.734661638,0.19745171,0.691050662
-0.537710998,-1.282933003,0.522019489,1.017726352
0.094856001,0.736379488,-0.445306047,-0.443226012
0.170658499,-0.110173029,-0.280977114,0.359779667
2.610272857,2.725126863,-0.263178366,-0.045591154
0.622308115,0.705284496,2.356915419,5.472073911
-0.262588847,0.726064441,1.532417912,1.359651369
1.762970511,-0.563417674,1.194482491,3.753176606
-0.752484398,-0.048206007,-0.698916655,-0.2157939
0.566955539,-0.920438895,-0.51800294,1.75572148
0.568624416,1.703997402,-1.23226516,0.383104439
1.490479652,0.99361535,0.438075372,0.688774334
1.41800107,2.023723305,0.743926682,-0.052295327
-0.991702203,-0.831171803,-0.01214676,-0.160382856
0.540938651,0.730729707,1.335277014,1.593173648
0.949891045,0.740268166,-0.910749048,1.039086707
0.568676237,1.167620201,0.368070446,-0.463468111
-0.653158393,-0.339549874,-0.750339033,0.249400145
1.237795911,-0.810162203,1.539664004,4.418523359
0.828905533,1.120266343,-0.336910049,-0.177852429
-0.33706327,0.527925857,-0.427673493,-0.68208451
0.091455963,0.004017623,0.537542206,0.376389963
-0.584396563,-1.054838925,0.328907018,0.578622188
-0.819593971,-0.690161698,-0.41346898,0.041524324
0.971371094,1.262372978,-0.931916411,0.577466313
0.520821326,-0.818962146,-1.29986094,3.029421935
0.745040729,-0.371269552,1.233692832,2.638308285
1.773899189,0.382469348,0.471613837,1.613849452
-1.384855624,-0.10954336,0.643767454,-0.860875729
-0.5270062,0.332386105,-1.291900125,0.809613628
-2.282669265,-1.019374532,0.790520496,-0.638372078
0.205103556,0.340397205,1.093484605,1.060414932
1.810021458,0.955940745,-0.375503877,0.995083875
0.070146514,-0.340033909,-1.209816717,1.873836912
-0.100187205,0.514884195,-1.656953875,2.130424744
1.36676321,1.710843433,1.085941819,0.835189411
-1.958956677,-0.743553957,-0.999305002,-0.216792233
-3.161791884,-1.675161521,-0.900574502,-0.675595929
1.200035556,0.240365788,-0.900513491,1.770594315
0.64023049,0.313857231,1.280084935,1.9649907
-0.957775631,-1.297928893,-0.375828993,0.481400694
0.024101017,-1.162601016,-0.083063889,1.193601643
-0.010156852,-1.502756731,0.159106739,1.517914833
1.529187689,-0.43056632,0.151667572,1.982757061
1.263751141,0.224392343,-0.44373816,1.236262353
-0.343729302,1.296171581,0.569941933,-1.315067076
-0.447462833,-0.768507212,-0.51041469,0.581567535
0.703375331,-0.480255708,-1.193524554,2.6081319
-0.44878762,-0.650550563,0.219109816,0.249772054
1.049261609,0.828300577,0.574194929,0.550660848
-1.669369741,-0.817512218,0.979549368,0.107659441
1.038144973,1.400516175,1.281549517,1.279997963
1.065986806,0.815584488,-1.19390147,1.675803038
0.443171102,-0.066314546,0.154281549,0.533288444
-0.013597361,-0.46203223,0.492503523,0.690994589
0.170675713,0.994939292,-2.837972499,7.229824326
-1.697995444,-1.201149533,-1.771401559,2.641017572
-0.079307283,-0.54572746,-1.153950694,1.798022381
0.300911054,0.467168843,1.311718299,1.554347107
1.426044404,0.673466621,-0.543312868,1.047766656
1.069462845,0.964596173,0.663136686,0.544616936
-0.112304023,0.534704911,-0.406896129,-0.481444474
0.469597606,-0.528491804,1.196001241,2.428508378
0.473509631,0.230030261,0.018159473,0.243809136
0.297894345,0.258197365,-2.151482475,4.66857382
-0.313407713,-0.414954477,0.011990975,0.101690547
0.142736015,0.466461899,-0.793847753,0.306468371
0.008323714,0.832624262,1.614649956,1.782793932
-0.119224765,0.164434469,-1.073211433,0.868123546
0.644135741,-0.387895633,-0.084227863,1.039125707
0.076340635,-0.480570913,0.341783406,0.673727445
0.231009517,0.205643245,-0.219780133,0.073669579
-1.412737029,-0.999167909,0.184957105,-0.379359989
-1.443647855,-1.008567717,-2.783957263,7.315337904
0.613261114,1.23076994,-0.357953115,-0.489378393
0.14213393,-0.031420339,-1.090832326,1.363469432
-0.650211569,-0.432053746,-1.316931535,1.516150845
-1.769332637,0.028153118,-0.640202831,-1.38762609
1.544892389,0.255941081,-0.23258967,1.343049263
-1.628029822,-1.450547648,-0.302141356,-0.086192775
0.191068176,0.092128175,1.853429965,3.534142636
1.033018877,1.09846374,0.309073424,0.030081518
0.997182089,0.221710292,-0.139241462,0.794859982
0.304839402,0.797919726,0.640419495,-0.082943194
-0.351074556,1.13491006,0.955130198,-0.573710921
0.574031139,-0.533410003,1.669029867,3.893101839
0.737961624,1.721318809,0.181916835,-0.95026345
-0.360508143,-1.093549454,0.036987587,0.734409393
0.682926757,2.708209567,0.296033782,-1.93764681
-0.776625158,-0.511193087,0.081696646,-0.258757729
0.023663168,-0.55084947,-0.442002641,0.769878973
0.604228872,1.266613678,0.597761204,-0.305066349
0.568986982,0.12232869,1.467453619,2.600078416
0.829712305,-0.232822885,0.196720569,1.101234172
-1.216255587,-1.554347914,1.705582755,3.247104861
1.469850752,0.946300241,-0.243375537,0.582782163
0.497189426,0.672062106,-1.433047047,1.878751159
-1.181199525,-0.619220324,-0.471872874,-0.339315192
-0.461755791,0.550946367,-0.835023383,-0.315438108
-1.949368545,-0.775860787,0.304977616,-1.080496412
-0.601972137,0.006970952,0.71962899,-0.091077206
0.049223764,-0.234502705,-0.342357293,0.400934985
-0.57446303,-0.517060559,0.305519591,0.035939749
1.104467433,0.333812485,-0.063529142,0.7746909
1.832857921,2.358628157,-1.728124654,2.460644584
-0.294561983,-0.677374305,-0.603052445,0.746484573
-1.017928139,-1.654304195,0.805330308,1.284932961
-0.782358976,-0.319187249,0.85951568,0.275595477
0.846280414,0.550530037,0.68407236,0.763705371
-0.166621414,0.120753086,0.53858339,0.002697568
-0.455761494,0.481201112,-0.580926932,-0.599486506
-2.311037909,-1.782982039,-1.162780143,0.824001791
-1.609866043,-0.363953092,0.119315304,-1.231676809
-0.857051725,-0.638617617,1.416358558,1.787637457
0.557431093,-0.977079573,1.225086381,3.035347307
0.094971574,0.065499208,0.739705012,0.576635871
-1.376578412,-1.658214066,-0.793976287,0.912033998
1.624665597,0.622899648,1.652794184,3.733494564
-1.132958288,-0.408282432,-0.239409014,-0.66735918
0.238122387,0.529447872,-0.127514583,-0.275065516
-0.110002957,0.600441857,0.77171631,-0.114898751
2.214985334,0.980805132,1.188450458,2.646594693
1.395344521,1.640702374,-0.672218077,0.20651929
0.442636874,-0.046638334,1.1556653,1.824837494
0.735329895,0.876119709,-0.058880948,-0.137322848
0.390663581,-1.356323358,0.353246947,1.871770345
-0.978360678,-0.225728346,-0.211272514,-0.707996257
0.358552726,-0.184483714,1.21673623,2.023483493
-0.281254493,-0.113214697,-0.673863997,0.28605289
1.230358044,0.442114335,0.409065983,0.955578687
1.918612127,1.326011273,0.075323621,0.598274502
0.475491901,-1.206643738,-1.767518959,4.806258909
0.0361614,-0.621163683,-0.583005084,0.997220011
0.817488872,0.912391952,0.949357214,0.80637604
-1.77505354,-0.998654217,-0.265926164,-0.705682598
-0.912951279,-1.264129096,-0.240031978,0.408793167
-0.005893813,1.087266171,-0.994678847,-0.103773975
-0.749503137,0.871671743,0.919110927,-0.776409984
1.230472838,1.50668198,-1.317467948,1.459512652
-1.211905231,0.662109783,1.160797953,-0.526563126
1.098247493,1.729224448,1.612510935,1.96921456
2.302774571,0.12732726,0.935938677,3.051428518
-0.567451452,0.329142377,1.293263118,0.775935663
1.997382741,1.066277451,-0.708975269,1.433751222
-0.621967824,-0.281372429,0.214907779,-0.294410042
1.492674865,1.904776482,-1.533452301,1.939374342
0.477768092,0.39342162,0.125411265,0.100074457
-0.994589269,0.450586832,1.252914456,0.124618533
2.732070082,2.718747817,-0.757727503,0.587473234
0.178771894,-1.069964345,1.79994022,4.488521035
1.434763911,0.270964946,0.731284461,1.698575928
-1.275921945,-0.407552918,0.613658559,-0.4917922
0.078928653,-0.122758459,1.122757265,1.462270988
1.060511938,0.260465531,0.314100057,0.898705253
-1.456222542,0.803097611,-0.214521579,-2.213300645
-0.135069823,1.614561941,1.416310711,0.256304266
0.420261457,0.09986914,1.697632094,3.202347044
0.218703649,0.386888989,-0.182491749,-0.134882102
-1.08186776,-0.504951052,1.259742211,1.01003373
-1.518106878,0.028055484,0.899532842,-0.737003028
-0.997021443,-0.727170869,-0.280201014,-0.191337966
0.674361551,-0.046871531,0.01993833,0.721630619
-0.241471985,-1.630688646,-1.091591952,2.580789651
2.457484754,0.118593231,0.234516445,2.393889486
1.682428369,0.534895142,-0.729674392,1.679957945
-0.131147701,-0.682222425,-0.632468928,0.951091669
-1.395596823,0.145916446,-0.580456237,-1.204583826
0.830728881,0.647468815,-0.413586933,0.354314217
-2.443850269,-1.820588962,-0.096348282,-0.613978316
-1.293368297,-1.226758114,1.453445202,2.045892772
-0.08165629,0.046425843,1.417712357,1.881826194
-0.588932167,-0.885115598,-0.758780325,0.871931013
0.326438873,1.399237364,-1.747848821,1.98217701
-2.154140621,-1.687940991,-0.513985755,-0.202018274
1.470641135,0.251981031,-0.768458956,1.809189271
-0.416657036,-1.312006693,-0.431466747,1.081513211
0.837667694,1.17284488,-0.074000023,-0.329701183
2.119491554,0.355818739,2.44159827,7.725074927
0.719419241,1.768252815,0.99844998,-0.051931211
0.386483229,-0.768624833,-0.364589932,1.288033881
-1.888030618,-0.409512486,-0.509703381,-1.218720595
-1.12278796,1.301358258,-0.306009957,-2.330504124
-0.284120047,-0.269745874,-0.478755644,0.214832794
-1.79732813,-1.194814677,-1.039762969,0.478593579
0.513968902,0.466894975,-0.405736188,0.211695781
0.941850913,0.14896521,0.102522418,0.803396549
1.472418253,1.594718811,-0.67706112,0.336111202
0.15035421,0.014813285,-0.822356882,0.811811766
-0.066716603,-0.575427637,0.356185728,0.635579307
-0.284094075,-0.442589312,1.249780515,1.720446573
-0.515712029,-1.127870681,0.637273707,1.01827643
0.145168584,0.661323557,1.082473077,0.655592989
-0.214296004,-0.545630318,0.75467999,0.900876201
0.510280487,-0.117746205,-0.392698726,0.782238981
0.504197713,-0.293742269,-1.359093924,2.645076276
0.305335291,-0.314162995,0.396425679,0.776651605
0.376679011,1.234648777,-0.03401871,-0.856812493
-0.42515494,-0.003871525,1.441896104,1.65778096
0.458441556,2.119873654,0.424277149,-1.481420999
-1.524169305,-0.830118453,-1.561818859,1.745227296
0.136616431,-0.314006351,0.306172775,0.54436455
-0.079081742,0.020015157,0.869171023,0.656361368
0.887108407,-1.167859438,0.803858218,2.70115588
-0.366135841,0.843178684,0.626759484,-0.816487074
-0.707899158,-0.284478067,0.624865318,-0.032964425
0.182498943,0.515572427,-0.653189153,0.093582586
0.014240491,0.893943541,0.305048762,-0.786648303
1.953878336,0.139298158,0.077381634,1.820568095
-0.851197219,-0.334651266,-1.233004318,1.003753695
0.529419314,1.167340864,0.864740233,0.109854121
-0.084345638,0.147676652,-0.321335445,-0.128765822
-0.235051683,1.015193644,-0.143370006,-1.229690368
-1.585327083,0.229773191,-0.71098853,-1.309595584
-0.827311976,-0.331085415,0.316400209,-0.396117469
0.865249511,1.809281569,-0.220732901,-0.895309044
0.341389521,0.177059327,-1.140292757,1.464597766
0.155514358,0.873062305,-0.332515861,-0.606981149
-0.007950007,-0.410760113,-0.361582805,0.533552231
0.412836914,0.296201929,-0.22366384,0.166660498
0.670500009,-2.067721675,0.09261645,2.746799491
-1.055938722,-0.351354632,0.787753464,-0.08402857
0.776630269,1.387730652,-0.819092476,0.059812101
-0.547715728,-0.094535786,2.726041851,6.978124231
-0.273737922,0.036779421,1.120818326,0.945716377
1.094968086,1.149058974,0.30696337,0.040135623
-1.200612724,-1.939526129,0.794218524,1.369696469
-0.357634788,-0.947412081,-0.10225547,0.600233474
1.273712108,0.919782686,-1.523721722,2.675657308
1.279191086,0.591010688,-0.42871774,0.871979299
1.499894135,0.590993134,1.633787487,3.578162554
-0.890277248,-2.177164914,-1.478683966,3.473393937
0.590263057,0.415266446,1.134477734,1.46203634
1.816228403,0.482067247,0.419828967,1.510417518
-0.327480602,0.07416844,-0.41491343,-0.229495888
-0.438167655,-0.269931015,-0.148104029,-0.146301837
0.818149587,0.677470417,-1.556889667,2.564584605
-0.243250644,-0.016339932,1.355264328,1.609830687
0.187896569,0.259662353,-0.575897523,0.259892173
-0.17744802,-1.00403316,-0.06524803,0.830842445
-2.672033426,-1.743302347,0.83817951,-0.226186188
-1.233037209,-0.245554687,-0.643453443,-0.573450189
-1.353314664,-1.54999356,0.803511008,0.842308836
0.954489769,0.908165034,0.709727717,0.550038167
-0.918698527,-0.666363435,2.049122947,3.94656976
0.389613013,-0.255661426,0.958833873,1.564636835
-1.963507849,-0.791152571,1.313016787,0.551657805
-0.582168642,0.00761553,-0.691221954,-0.111996382
-2.735872033,-1.86487729,-0.35525506,-0.744788585
0.756541263,0.779599376,1.767747867,3.101874408
0.058762733,-0.19442713,-0.390479356,0.40566399
-0.803814056,0.315215729,-0.053953459,-1.116118809
-0.290630894,-0.320335342,0.305273354,0.122896269
-0.19742623,0.938216993,-0.466462896,-0.91805559
-0.289882806,1.612967518,1.051868278,-0.79642345
-0.089689057,-0.851091583,1.054311977,1.872976271
0.382657923,0.212723377,2.717688339,7.555764454
1.197581303,0.836232212,-1.241226619,1.901992611
0.74886685,0.092513332,0.678362272,1.11652889
0.294433794,0.47870304,-0.927598349,0.676169451
1.001803771,0.489305778,0.896555231,1.316309275
0.721033126,-0.531424433,0.553173246,1.558458199
-1.762530818,-2.294640071,-0.234134061,0.586928012
-0.390811282,-0.697408195,-0.563319947,0.623926276
1.035049625,-0.466303817,-1.323187061,3.25217744
-3.123405616,-0.821697424,-0.349736507,-2.179392568
-0.044109219,1.457978975,-1.166823195,-0.140611826
0.1378085,0.683998924,-0.496047492,-0.30012731
0.293877964,0.020518746,-0.40049689,0.433756977
-0.445302405,-1.283048471,1.165169093,2.195365081
0.433175186,0.972924577,-1.237903241,0.992655043
0.216661091,-0.691878514,-0.690882768,1.385858604
-1.265636051,0.678711046,0.640473895,-1.534140287
1.063647309,-0.55848615,-0.256149715,1.687746135
-0.752135493,-0.423237627,-0.903312142,0.48707496
-0.683170774,-0.995684215,-0.828710323,0.99927424
-0.333367068,0.24025916,-2.792314533,7.223394223
0.473958101,0.088987973,-0.876694969,1.153564197
-0.221786351,-0.112668408,-0.135831286,-0.090667805
-0.262980151,-1.577236947,0.319090467,1.416075522
-0.712241226,0.349547673,0.162243408,-1.035465976
-0.146424315,-1.226490076,-1.467442309,3.233452691
-0.516480322,0.788262431,0.007116227,-1.304692112
1.246073725,1.127738016,0.16330933,0.145005646
-0.97856681,-1.282444346,0.34967304,0.426148771
0.48798235,0.728452852,0.074472725,-0.234924315
-0.322564493,0.18624016,-0.443101066,-0.312466098
0.330176409,-0.265738763,1.865190183,4.074849591
0.86642352,0.729783922,0.233743106,0.191275438
-0.312683447,-1.088940081,-0.768883703,1.367438783
0.217366703,0.336309634,-1.118689931,1.132524231
-0.714559388,-2.974315141,-1.481943164,4.455911294
0.200803024,-0.031076663,0.3238066,0.336730401
